0	Indonesia: Wildfires Threaten Orangutans, Cause Respiratory Illness - Democracy Now!	The visit by Indonesia President Joko Widodo, known as Jokowi, comes amid raging forest fires in Indonesia, the world's largest producer of palm oil. Fires are often set on purpose to clear land for palm oil, but amid dry conditions and the strongest ...
3	Bastrop Co. VFD's need funding more than ever after wildfires - KXAN.com	That job becomes even harder after major incidents like the Hidden Pines Wildfire . “You just keep fighting, that's what firefighters do,” said Assistant Chief Mizzy Zdroj, with Heart of the Pines VFD, “But at the end of the day, your trucks are beat up ...
3	Wildfire losses set to near $2 billion: Guy Carpenter - Insurance Business America	More bad news for insurance carriers operating in California – a report released this week from Guy Carpenter &amp; Company anticipates that insured losses from the two September wildfires in the state could approach and even exceed $1.75 billion. That's ...
3	California wildfires spur veterinary school to action - American Veterinary Medical Association	The University of California-Davis provided care at the Veterinary Medical Teaching Hospital and through its ambulatory services for animals burned or injured in the Butte and Valley fires in California this past September. UC-Davis faculty, staff, and ...
3	Wildfires Mark New Era Of Texas Firefighting - CBS Local	DALLAS (AP) – A top state fire official says the changing landscape of Texas, driven by millions of new residents and the spread of exurbia, has coincided with an unprecedented wave of large wildfires that are occurring more regularly. Texas A&amp;M Forest ...
3	Larger wildfires mark new era of firefighting in Texas - KRIS Corpus Christi News	DALLAS (AP) - A top state fire official says the changing landscape of Texas, driven by millions of new residents and the spread of exurbia, has coincided with an unprecedented wave of large wildfires that are occurring more regularly. Texas A&amp;M Forest ...
3	Larger wildfires mark new era of firefighting in Texas - KSAT San Antonio	DALLAS (AP) - A top state fire official says the changing landscape of Texas, driven by millions of new residents and the spread of exurbia, has coincided with an unprecedented wave of large wildfires that are occurring more regularly. Texas A&amp;M Forest ...
3	Larger wildfires mark new era of firefighting in Texas - KXAN.com	FILE - In this Sept. 7, 2011, aerial file photo, an area destroyed by wildfire surrounds a water tower in Bastrop, Texas. The changing landscape of Texas, driven by millions of new residents and the spread of exurbia, has coincided with an ...
3	Drought, Other Factors Contribute to Larger Texas Wildfires - ABC News	Larger, more threatening wildfires are occurring at greater rates as Texas faces lingering drought, consistent development — driven by millions of new residents and the spread of outlying suburbs — and changes in how the state's land is used. Texas ...
3	Drought, other factors contribute to larger Texas wildfires - Chron.com	DALLAS (AP) — Larger, more threatening wildfires are occurring at greater rates as Texas faces lingering drought, consistent development — driven by millions of new residents and the spread of outlying suburbs — and changes in how the state's land ...
3	Wildfire season to require more resources next year, Washington officials say - TheNewsTribune.com	It's only been a few months since state Lands Commissioner Peter Goldmark asked the Legislature for more money to add firefighting crews, and saw his request cut in half. Now, after a deadly wildfire season in Washington, he's asking for five times as ...
3	Texas wildfires fueled by drought, growing population, sprawling suburbs, land use - Dallas Morning News	Larger, more threatening wildfires are occurring at greater rates as Texas faces lingering drought, consistent development — driven by millions of new residents and the spread of outlying suburbs — and changes in how the state's land is used. Texas ...
3	As big wildfires become routine, communities face cascading consequences - Idaho Statesman	Kolden and other U of I researchers will join colleagues from Washington State University to study ways to increase communities' ability to withstand and recover from wildfires with a $2.8 million grant from the National Science Foundation. They hope ...
3	Goldmark requesting $24M budget increase to fight wildfires - KXLY Spokane	“The Evergreen State is in danger of becoming the ' Wildfire State,'" Goldmark said. Goldmark wants a budget increase of $24 million next year to help the Department of Natural Resources fight wildfires , almost doubling the 2016 budget, something he ...
1	Wildfires are an unexpected threat to California condors - Science News (blog)	The third biggest killer was the surprising one — wildfires . The scientists can't say for certain that the forest fires killed any condors, but over the years, seven birds disappeared when wildfires burned through the areas in which they were living ...
3	Wildfire season to require more resources next year, Washington officials say - The Olympian	It's only been a few months since state Lands Commissioner Peter Goldmark asked the Legislature for more money to add firefighting crews, and saw his request cut in half. Now, after a deadly wildfire season in Washington, he's asking for five times as ...
3	Support grows for classifying wildfires as natural disasters - Idaho Statesman (blog)	A brutal U.S. fire season has helped build support in Congress to classify catastrophic wildfires as natural disasters like hurricanes or earthquakes, opening new sources of funding to pay for putting them out. Idaho Rep. Mike Simpson said his bill is ...
0	Editorial: Extra effort key to keeping wildfires at bay - Corvallis Gazette Times	That rushing-wind-like sound heard recently throughout the mid-valley was actually a collective sigh of relief that Oregon's rainy season is on the way and the summer wildland fire season is thankfully on its way out. Regulated-use restrictions ended ...
3	Wildfires are complex - The San Luis Obispo Tribune	There have been numerous, well-researched, peer-reviewed studies showing a link between climate change and wildfires in the West. U.S. Forest Service Chief Thomas Tidwell testified to Congress in June 2013 that the U.S. wildfire season lasts longer ...
3	Texas' changes make wildfires more than just a 'rural problem' - Dubuque Telegraph Herald	DALLAS -- Larger, more threatening wildfires are occurring at greater rates as Texas faces lingering drought, consistent development -- driven by millions of new residents and the spread of outlying suburbs -- and changes in how the state's land is used.
3	Chelan pleads for people to return following wildfires - MyNorthwest.com	This past summer's wildfires that ravaged north-central Washington are but a distant memory for many of us on this side of the mountains. But the clean up and recovery will go on for years. In Chelan, the complex of fires that broke out in August have ...
3	Government union wants third-party review of how province handled wildfires - Globalnews.ca	REGINA – The Saskatchewan Government and General Employee's Union is calling for an independent, public review into the 2015 wildfire crisis. SGEU says the review should be handled by a third party and then be released to the public. The union says ...
3	Feds approve $20 million for victims of California wildfires - Ventura County Star	A structure burns after a wildfire broke out near the town of Cobb in Lake County in Northern California. A report by the California Department of Forestry and Fire Protection published Oct. 3, 2015, details the trouble four Northern California ...
3	Feds Approve $20 Million for Victims of California Wildfires - FOX40	SAN FRANCISCO (AP) — Federal authorities have approved more than $20 million in disaster aid for victims of two massive wildfires that devastated parts of Northern California this summer. The amount includes more than $10 million in low-interest loans ...
3	DNR begs Legislature for funds to prep for next year's wildfires - MyNorthwest.com	Washington Public Lands Commissioner Peter Goldmark says fighting this summer's wildfires came with a hefty price tag and the state Legislature needs to pony up. "The Evergreen state is in danger of becoming the wildfire state," Goldmark said in ...
3	Wildfires Threat in Texas Increased Over Past 15 Years - Insurance Journal	Larger, more threatening wildfires are occurring at greater rates as Texas faces lingering drought, consistent development — driven by millions of new residents and the spread of outlying suburbs — and changes in how the state's land is used. Texas ...
3	Chelan community rallies to revitalize economy after devastating wildfires - MyNorthwest.com	This past summer's wildfires that ravaged north-central Washington are but a distant memory for many of us on this side of the mountains. But the clean up and recovery will go on for years. In Chelan, the complex of fires that broke out in August have ...
3	Feds Approve $20 Million For Victims Of California Wildfires - CBS Local	SAN FRANCISCO (AP) – Federal authorities have approved more than $20 million in disaster aid for victims of two massive wildfires that devastated parts of Northern California this summer. The amount includes more than $10 million in low-interest loans ...
3	Why isn't more attention being paid to Indonesia's catastrophic wildfires? - Christian Science Monitor	A massive forest fire burning across Indonesia is wreaking havoc on the environment. Few are paying attention. By Maddy Crowell, Staff October 30, 2015. Save for later Saved. close. An Indonesian soldier checks on a peat land fire near Palangkaraya, ...
3	Feds Approve $20 Million For Victims of California Wildfires - NBC Bay Area	A firefighter stands near a wildfire in Middletown, Calif., on Sunday, Sept. 13, 2015. Two of California's fastest-burning wildfires in decades overtook several Northern California towns, killing at least one person and destroying hundreds of homes and ...
3	Five Unexpected Ways That Wildfires Affect Wildlife, Ecosystems of Forests - AccuWeather.com	Wildfires have scorched more than 9 million acres in the United States so far this year, destroying buildings and homes in their paths. However, wildfires affect forests in various lesser-known ways. The following is a list of five different ways that ...
3	Feds approve $20 million for victims of California wildfires - Bakersfield Now	FILE - In this Sept. 21, 2015, file photo, Charlie Liethen, right, embraces Sharon Dawson, who lost her home in a wildfire , in Middletown, Calif. Federal authorities have approved more than $20 million in disaster aid for victims of two massive ...
3	Drones assist in wildfires - Castanet.net	Throughout this year's fire-filled summer, the BC Wildfire Service conducted a pilot project to test the use of unmanned aerial vehicles (UAV), or drones, to help fight forest fires. During a number of wildfires this summer, including August's Rock ...
3	DNR seeks $24 million for wildfires - Omak Okanogan County Chronicle	OLYMPIA – Commissioner of Public Lands Peter Goldmark is again asking legislators for monetary help in controlling wildfires . In the wake of another record year of wildfire damage, the state Department of Natural Resources is asking the Legislature for ...
3	Wildfire Academy teaching cadets how to fight future wildfires - KXAN.com	CAMP SWIFT, Texas (KXAN) — Nearly three weeks after a wildfire destroyed homes in Bastrop County, more than 200 cadets from across the nation gathered at Camp Swift to train on how to fight future wildfires . The classes are underway this morning at ...
3	Spruce beetle impact on severe wildfires questioned - The Durango Herald	Trees damaged from an infestation of the spruce bark beetle in the Rio Grande National Forest. A new study suggests that the native insect may not be to blame for increased severity of wildfires . DENVER – Spruce beetle infestation may not be the ...
3	Spruce beetle impact on severe wildfires questioned - The Durango Herald	Trees damaged from an infestation of the spruce bark beetle in the Rio Grande National Forest. A new study suggests that the native insect may not be to blame for increased severity of wildfires . DENVER – Spruce beetle infestation may not be the ...
3	Spruce beetle impact on severe wildfires questioned - The Durango Herald	Spruce beetle impact on severe wildfires questioned. Steve Lewis/Durango Herald file photo. Trees damaged from an infestation of the spruce bark beetle in the Rio Grande National Forest. A new study suggests that the native insect may not be to blame ...
3	Wildfire and Society Conference Held November 3 at CWU - Central Washington University	More than $100,000,000 have been spent to fight wildfires in Washington State alone. More than a million acres have been burned, hundreds of homes have been destroyed, and, tragically, human lives have been lost. The Cascadia Hazards Institute of ...
1	California dead tree 'emergency' could fuel wildfires, El Nino floods - The San Gabriel Valley Tribune	California dead tree 'emergency' could fuel wildfires , El Nino floods. A view of the Angeles National Forest. The governor has declared a state of emergency because of dead trees that pose a fire hazard and a potential mudslide and debris concern ...
1	Indonesian wildfires are releasing gigatonnes of carbon dioxide - New Scientist	CO2 from wildfires is normally taken back up again as plants regrow. But this won't be the case in Indonesia, because the fires are also burning peat that has accumulated over thousands of years, releasing buried carbon. “You can assume that almost all ...
3	Drones tested to help fight BC wildfires - Toronto Sun	VANCOUVER -- Drones flying above wildfires in British Columbia last summer hampered aerial efforts to control the blazes. But around the same time, the province was also using the unmanned aerial vehicles to determine if drones could be used to help ...
3	Drought, other factors contribute to larger Texas wildfires - LubbockOnline.com	DALLAS — Larger, more threatening wildfires are occurring at greater rates as Texas faces lingering drought, consistent development — driven by millions of new residents and the spread of outlying suburbs — and changes in how the state's land is used.
3	Wildfires, and Now El Nino May Boost Californian's Appetites for Surplus Lines - Insurance Journal	There's little question that the drought and the recent wildfire season that it unleashed pushed more California homeowners into the surplus lines market. Now with the onset of what appears to be a strong El Nino this week in the Golden State ...
3	Wildfires may Double Erosion in Western US by 2050 - Laboratory Equipment	Wildfires , which are on the rise throughout the west as a result of prolonged drought and climate change, can alter soil properties and make it more vulnerable to erosion. A new study shows that the increase in wildfires may double soil erosion in some ...
1	Indonesian wildfires are releasing gigatonnes of carbon dioxide - New Scientist	CO2 from wildfires is normally taken back up again as plants regrow. But this won't be the case in Indonesia, because the fires are also burning peat that has accumulated over thousands of years, releasing buried carbon. “You can assume that almost all ...
3	Inslee to FEMA: Help the little guy affected by wildfires - The Seattle Times	That last category is something that has set the wildfires apart from a disaster like the Oso landslide, where FEMA did approve individual assistance. Inslee's request comes on top of a resolution last year by the Western Governors' Association — a ...
3	Proof Of Citizenship Up In Flames After California Wildfires - NET Website	When a wildfire destroys a home, it leaves people's lives in disarray. For undocumented workers — many of whom don't have insurance or savings — it's even harder to recover. "We lost everything because we couldn't salvage anything," Patrica Madrigal ...
3	Proof Of Citizenship Up In Flames After California Wildfires - NPR	When a wildfire destroys a home, it leaves people's lives in disarray. For undocumented workers — many of whom don't have insurance or savings — it's even harder to recover. "We lost everything because we couldn't salvage anything," Patrica Madrigal ...
3	Rural County Representatives of California Says Air Resources Board Punts ... - Sierra Sun Times	Although the draft Strategy is supposed to address the top SLCPs including black carbon, wildfire emissions are the sole exclusion from the Strategy, despite the fact that wildfires make up 66 percent of the state's total black carbon emissions ...
3	Wildfires And Us Summit - Eastern Washington Statesmen Examiner	A group of local leaders and government representatives will meet Monday, Nov. 9 to talk about developing a regional approach for reducing the risks of wildfire loss. The Wildfires And Us Summit starts at 4 p.m. at the Numerica Performing Arts Center ...
1	Climate Change Increasing Wildfire Risks in California - Climate Central	Extreme wildfire seasons have been afflicting drought-parched California in recent years, and new computer modeling indicates that the state will continue to become more susceptible to ruinous fires as the world continues to warm. But the scientists ...
3	Washington Legislators Urge FEMA Reform After Two Years of Devastating Wildfires - TheStranger.com (blog)	Two years of record-breaking wildfire seasons have ravaged central and eastern Washington, and two years in a row, FEMA has denied individual aid to the survivors. While FEMA has authorized public assistance to governments and tribes in the aftermath, ...
2	Wildfire contained in Mora County - ABQ Journal	LEDOUX – Crews have completely contained a small wildfire in Mora County that prompted the evacuation of an unknown number of people who were camping in the area. New Mexico State Forestry spokesman Dan Ware said the 10.8 acre fire near Ledoux ...
0	Wildfire near Ledoux prompts evacuation of campers - Carlsbad Current Argus	The Associated PressAssociated Press. Posted: 05/26/2013 04:14:44 PM MDT. LEDOUX, N.M.—Crews battling a small wildfire near Ledoux in Mora County have brought it under control. New Mexico State Forestry spokesman Dan Ware said Sunday evening ...
2	Second wildfire near Julian in San Diego County - Sacramento Bee	But California Highway Patrol officers on that 10-mile stretch said conditions were rapidly changing, and the road is open but being monitored. A second wildfire that had been burning since Thursday about 30 miles east of Julian is 100 percent contained.
0	Wildfire clears campgrounds near Santa Barbara - San Jose Mercury News	SANTA BARBARA, Calif.—Dozens of residents and Memorial Day campers have been forced to evacuate by a surging wildfire in the mountains of Santa Barbara County. The U.S. Forest Service says the fire broke out at about 2:45 Monday in the Los Padres ...
0	Surging Wildfire Forces Evacuations in California - ABC News	A surging wildfire has forced dozens of residents and Memorial Day campers to evacuate the mountains of Santa Barbara County in California. The U.S. Forest Service says the fire broke out about 2:45 Monday in Los Padres National Forest about 15 miles ...
0	Frog wildfire erupts near Young, Arizona - ABC15.com (KNXV-TV)	Frog wildfire erupts near Young, Arizona. Wildfire_20101104151646_JPG. Photographer: ABC15 Copyright 2010 Scripps Media, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Regular Photo Size ...
0	Several thousand campers flee Calif. wildfire - USA TODAY	SANTA BARBARA, Calif. (AP) — Thousands of Memorial Day campers were sent scampering out of the mountains by a wildfire that was fanned by the wind into an ominous spectacle hanging over nearby Santa Barbara. The fire broke out about Monday ...
0	Thousands flee as Santa Barbara wildfire grows - Los Angeles Times	More than 1,000 campers and up to 4,000 residents fled the mountains of Santa Barbara County as a fast-moving wildfire swept through part of the Los Padres National Forest and surrounding areas, officials said Monday. The White fire broke out about 2 ...
1	Fight resumes against California wildfire that threatened thousands of campers - Fox News	Fire crews watched the winds Tuesday as they struggled to corral a wildfire that sent thousands of campers fleeing the mountains above Santa Barbara and threatened dozens of cabins. The wind-driven blaze had nearly doubled in size since it erupted ...
0	Wildfire in Santa Barbara County threatens more than 100 buildings - Los Angeles Times	More than 100 buildings are threatened and more than 1,200 acres have burned in a Santa Barbara County wildfire that could be pushed deeper into the brush Tuesday by dangerously strong winds. The so-called White fire appears to have started near a ...
1	Wildfire Burns 1800 Acres in Santa Barbara; 10% Contained - KTLA	Local News is brought to you by Avon Walk for Breast Cancer. Local News. Wildfire Burns 1,800 Acres in Santa Barbara; 10% Contained. See bio, contact info, and more articles from Kellan Connor. 3 hours ago by Kellan Connor Web Producer. 763991 ...
1	Wildfire near Young, Ariz. begins cleanup - AZFamily	Crews are beginning mop-up activities following a wildfire yesterday in the Tonto National Forest, 6 miles east/northeast of Young. The Frog Fire has been contained to 21.5 acres, which is less than the initial assessment of 35-40 acres. Improved ...
0	Santa Barbara Wildfire Forces Homeowners, Campers to Evacuate - KTLA	SANTA BARBARA, Calif. (KTLA) — A wildfire caused the evacuation of Los Padres National Forest on Monday, forcing more than a 1,000 campers to cut their Memorial holiday weekend short. More than a hundred people were also evacuated from their ...
0	White Fire Santa Barbara: Wildfire Forces More Than 1000 Campers To Evacuate - Huffington Post	More than 1,000 people had to change their Memorial Day weekend plans after a wildfire in Santa Barbara County prompted officials to call for evacuations. The wind-whipped "White Fire," which flared up in the mountains about 12 miles north of Santa ...
0	Winds fan wildfire near Magic Mountain theme park - 89.3 KPCC	Comments · Add your comments. The latest in a series of wildfires was sparked just before noon Tuesday north of Los Angeles near the Magic Mountain theme park and Interstate 5. As of 1:55 p.m., the fire had burned 55 acres and was 25 percent contained.
0	Raw: Calif. wildfire threatens dozens of homes - USA TODAY	Raw: Calif. wildfire threatens dozens of homes. A quickly growing wildfire forced more than 1,000 people to evacuate the mountains near Santa Barbara, Calif., on Monday. The fire is threatening about 50 homes. (May 28). Post to Facebook ...
2	Lull In Winds Aids Fight Against Calif. Wildfire - NPR	SANTA BARBARA, Calif. (AP) — Firefighters took advantage of a lull in winds on Tuesday to gain ground against a forest fire in mountains northwest of Santa Barbara, Calif., as some crews were diverted to a second fire that broke out nearby and jumped ...
1	Firefighters make big jumps toward surrounding Southern California wildfires - Fox News	SANTA BARBARA, Calif. – Firefighters made big strides toward getting ahead of a forest fire in mountains northwest of Santa Barbara, Calif. and stopped several smaller blazes around Southern California. The wildfire had carved its way through 3.2 ...
2	Lull in winds aids fight against Calif. wildfire - CBS News	Despite its bucolic setting, the area 100 miles northwest of Los Angeles has seen terrible wildfires , including a 1990 blaze that destroyed 641 structures, most of them homes. The summer of 2007 was marred by a gigantic fire that erupted on July 4 and ...
2	Lull in winds aids fight against Calif. wildfire - CBS News	Despite its bucolic setting, the area 100 miles northwest of Los Angeles has seen terrible wildfires , including a 1990 blaze that destroyed 641 structures, most of them homes. The summer of 2007 was marred by a gigantic fire that erupted on July 4 and ...
2	Wildfire in Santa Barbara County now 80% contained, officials say - Los Angeles Times	A wildfire in Santa Barbara County is now 80% contained, the U.S. Forest Service said Wednesday. The White fire has been burning in the Los Padres National Forest since Monday afternoon and has burned more than 1,800 acres. Forest Service officials on ...
2	Wildfire on Tonto National Forest is contained - MyFox Phoenix	Air tankers are expected to resume their attack on a wildfire that sent thousands of campers fleeing the mountains near Santa Barbara. Firefighters took advantage of a lull in winds on Tuesday to gain ground against a forest fire in mountains northwest ...
2	Firefighters getting control of Santa Barbara wildfire - Los Angeles Times	PHOTOS: Wildfire burns in Santa Barbara County. Earlier in the day, wind gusts up to 40 mph forced authorities to temporarily ground fixed-winged aircraft that had been making repeated fire-retardant drops, said Forest Service spokeswoman Paula Martinez.
1	Wildfire season poses extra danger for parts of Hawaii - KHON2	It takes an all out effort with firefighters from the city, state, and federal agencies to battle wildfires . In some cases, even firefighters with the U.S. Army are called out to hike in remote areas. All agencies point out that the rest of the ...
1	Wildfires break out in Santa Rosa - Pensacola News Journal	Smoke from wildfires in Santa Rosa County could be seen from great distances on Wednesday. Fires broke out in the Berrydale area, and on both sides of Avalon Boulevard, shown above, near Garcon Point Road and off Indian Ford Road. Sectons of Garcon ...
0	Careless Alaskans biggest wildfire threat right now, but lightning is coming - Alaska Dispatch	Weather itself usually starts many Alaska fires. “Lightning is a major cause of fires here, especially in the Interior, and later this week, we could see the weather beginning to play a bigger factor in wildfire ignition,” said Rogers. For the latest ...
0	Wildfire calmer after threatening homes, power lines north of Los Angeles - Fox News	SANTA CLARITA, Calif. – A wildfire that broke out north of Los Angeles burned out of control and threatened homes and power lines, but improved firefighting conditions after nightfall slowed its growth and residents who had evacuated were allowed to ...
3	NAU study estimates financial impact of wildfire - MyFox Phoenix	Researchers at Northern Arizona University have put the financial impact of a 2010 wildfire and subsequent flooding at more than $130 million. Researchers at Northern Arizona University have put the financial impact of a 2010 wildfire and subsequent ...
0	Hundreds flee wildfires in Los Angeles and New Mexico - USA TODAY	Officials asked residents of about 150 homes and cabins to leave the area as crews battled the 500-acre wildfire near Pecos and the village of Tres Lagunas. New Mexico State Forestry spokesman Dan Ware said the evacuations came after the blaze jumped ...
1	Wildfire burning in Rio Grande National Forest - Denver Post	At least 35 acres have burned in a wildfire in the Rio Grande National Forest near the Red Mountain Ranch, according to officials in Mineral County.. County spokesman Charles Downing said the wildfire , on private land, was first reported at 3 p.m. The ...
0	Wildfire woes persist - Pensacola News Journal	More than a dozen wildfires broke out in north Santa Rosa County this afternoon, the Florida Forest Service said. The fires broke out in the Berrydale area, as well as on both sides of Avalon Boulevard (pictured above) near Garcon Point and off Indian ...
1	Santa Clarita area wildfire attacked by 7 air tankers, 600 firefighters (VIDEO) - Los Angeles Daily News	Smoke from the Powerhouse Fire is visible from the Saugus neighborhood of Santa Clarita, Calif., Thursday, May 30, 2013. The fire in the Angeles National Forest surged to 1,000 acres after burning for about four hours, the U.S. Forest Service said ...
1	Santa Clarita area wildfire attacked by 7 air tankers, 600 firefighters - Los Angeles Daily News	Air tankers and water-dropping helicopters joined about 600 firefighters early Friday in battling the 1,400-acre wildfire north of Castaic, where about two dozen homes have been evacuated, officials said. The Powerhouse Fire, which broke out about 3:30 ...
0	Wildfire sparked near power stations north of LA - Yahoo! News	SANTA CLARITA, Calif. (AP) — A fast-growing wildfire was burning out of control Thursday night near power stations and utility lines north of Los Angeles and homes in a mountain community were being evacuated, officials said. The fire in the Angeles ...
0	Wildfire sparked near power stations north of Los Angeles - Fox News	SANTA CLARITA, Calif. – A fast-growing wildfire was burning Thursday night near power stations and utility lines north of Los Angeles and homes in a mountain community were being evacuated, officials said. The fire in the Angeles National Forest surged ...
0	New Mexico Wildfires Cause Evacuations - ABC News	Fast-moving wildfires in New Mexico prompted evacuations of homes and campgrounds, threatened cabins, and closed a state highway Friday. Officials asked residents in 140 homes — mostly used for the summer — to leave as crews battled the ...
0	Homes evacuated as fire crews battle wildfires in New Mexico - Fox News	JEMEZ SPRINGS, N.M. – Fire crews are battling a pair of wild blazes in New Mexico that have scorched thousands of acres, spurred evacuation calls for dozens of homes and poured smoke into the touristy state capital. State officials say the uncontained ...
2	Rain delays wildfire season in parts of West - Sacramento Bee	BOISE, Idaho -- Officials with the National Interagency Fire Center say recent precipitation and cooler temperatures have delayed by several weeks the start of the fire season in Oregon, Idaho, Washington and Montana. But wildfire analyst Jeremy ...
0	Wind shift on CA wildfire forces new evacuations - San Jose Mercury News	SANTA CLARITA, Calif.—Evacuation orders are under way for up to 250 homes in the mountains north of Los Angeles as erratic winds stoke a three-day wildfire . U.S. Forest Service spokesman Ronald Ashdale says the wind has shifted in several directions ...
0	Wildfire: NM Fights Blazes; Calif. Area Evacuated - ABC News	New Mexico officials said an uncontained blaze near Santa Fe had spread to 8 square miles, making it apparently the largest of several wildfires burning in the West as it placed the city under a blanket of haze. The thick smoke also covered the ...
0	New Mexico fights wildfire blazes; California area evacuated - Fox News	New Mexico officials said an uncontained blaze near Santa Fe had spread to 8 square miles, making it apparently the largest of several wildfires burning in the West as it placed the city under a blanket of haze. The thick smoke also covered the ...
1	Wind helps, hinders efforts to contain western wildfires - NBCNews.com (blog)	By Barry Massey, Associated Press. Wind-swept wildfires scorched thousands of acres and spurred evacuations in two states Friday night as firefighters worked to contain the blazes. Crews are battling two fires in New Mexico that shut down a state ...
0	Wildfire: NM crews fight blazes as smoke plagues capital; A thousand homes ... - Fox News	Residents of more than 1,000 homes were ordered to leave Saturday as erratic winds pushed a wildfire closer to two foothill communities north of Los Angeles. Meanwhile, an uncontained blaze near Santa Fe, N.M., had spread to nearly 10 square miles by ...
0	Wind shift on CA wildfire forces new evacuations - San Francisco Chronicle	LANCASTER, Calif. (AP) — Residents of more than 1,000 homes were ordered to leave Saturday as erratic winds pushed a wildfire closer to two foothill communities north of Los Angeles. The wind shifted in several directions, fanning the fire in the ...
0	Growing CA wildfire forces new evacuations - San Jose Mercury News	LANCASTER, Calif.—Firefighters are working to protect homes threatened by a wildfire near two foothill communities north of Los Angeles, but officials say at least five structures have been destroyed. Erratic wind fanned the fire in the Angeles ...
0	Southern Calif. wildfire spreads swiftly north of LA - USA TODAY	LOS ANGELES (AP) — A fire that burned at least five structures and threatened about 1,000 others exploded in size overnight, burning dangerously close to two foothill communities north of Los Angeles. Erratic wind fanned the fire in the Angeles ...
0	Early season wildfires wreak havoc in the West - CBS News	Meanwhile, an uncontained blaze near Santa Fe, N.M., had spread to nearly 10 square miles by Saturday night, making it apparently the largest of several wildfires burning in the West as it placed the city under a blanket of haze. The thick smoke also ...
